well,manufacture,run,trl,pulling_date,failure_mode,category,failure_item,failure_item_specific,general_failure_descriptor,detailed_failure_descriptor,general_failure_cause,specific_failure_cause,recommendation,area,package,runlife_code,data_reference,difa_meeting_with_vendor,failure_component_pump,failure_component_motor,failure_component_protector,reservoir_fluids,note,failure_component_mle,failure_component_main_cable,failure_component_gas_separator_or_intake,installation_date,difa_date,dhp_date
CG-01,Powerlift,559.0,1697.0,2024-02-12 00:00:00,EDHP,DIFA Eksternal,Pump,Stages,Material Failure,Eroded,Reservoir Related,Reservoir Fluids,Possible Root Cause: Sand produced from reservoir ==> pump stages severely eroded and 50% of it have holes that passed thru the outer body ==> rate reduction was not detected due to issues with the test separator which prevented well testing ==> ESP overheated and several trip due to power outage=> protector bag collapsed and torn due to excessive motor oil contraction during ESP trip => water ingress to protector => water ingress to motor => motor failed => EDHP Recommendation: 1. Use BPBSL protector without mechanical seal between the bag for high HP motor. 2. Use larger pump type with VSD to minimize liquid velocity and erosion due to sand 3. repair or replace the existing sand control (meshrite) as it appears to have already failed.,SBU,D,GREEN,DIFA,,Stages,,,Sand,"DIFA Finding: 1. Pump UT: Shaft rotation free, housing blistered paint, impeller UT washers missing, impellers/diffusers erroded-moderate thrust wear-slight radial wear, 50% of diffusers severely erroded and have holes that have passed thru their outer body. Pump LT: Shaft rotation free, housing blistered paint, impeller UT washers missing, impellers/diffusers erroded-moderate thrust wear-slight radial wear, 50% of diffusers severely erroded and have holes that have passed thru their outer body. 2. Intake: Shaft rotation free, shaft spline uniform radial wear at top, radial bearing uniform radial wear. 3. Protector UT: Shaft rotation free, dark oil with water inside all chambers, head/base bushing/shaft uniform radial wear, downthrust bearing/runner moderate wear, top bag collapsed-ruptured-leaks, bottom bag collapsed, top mechanical seal bellow cracked-rotating element worn-stationary element worn-leaks, upper bag-lower bag mechanical seal bellow cracked-leaks. Protector LT: Shaft rotation free, dark oil with water inside all chambers, housing has vibration marks, downthrust bearing/runner moderate wear, top/bottom bag collapsed-ruptured-leaks, 4. Motor: Shaft rotatin free, P-P= 19.19/-/- ohm (failed), P-G= 0.90 Mohm x 3 (good), dark oil with water inside, head bushing uniform radial wear-evidance of water track, base evidance of water track, housing scaled on OD-acid soluble, shaft scored, downthrust bearing/runner negligible wear, rotor bearing sleeve worn, pothead o ring hard. 5. Sensor: P-G= 10000 Mohm x 3 (good), function test ok 6. Cable: P-P= 0.876/0.874/0.877 (good), P-G= 2000 Mohm x 3 (good).",,,,2022-06-11,2024-03-08,2023-12-22
WE-27,Powerlift,2511.0,781.0,2024-02-13 00:00:00,EDHP,No DIFA,Protector,Bag,Mechanical Failure,"Ruptured,burst",Operation Related,Normal Wear And Tear,Possible root cause: This well had been running for 2511 days (TRL: 781days) --> protector bag and mechanical seal bellow material quality degraded overtime --> top bag ruptured & collapsed and top bag-bottom bag mechanichal seal below leak --> protector fail == >water ingress to protector--> water ingress to motor --> motor low reading --> EDHP Recommendation: 1. Use tandem protector to improve runlife,NBU,,GREEN,DIFA,Not Yet,,,Bag,,"DIFA Finding: 1. Pump UT: Shaft rotation turns free, DT and UT washer missing, diffusers and impellers moderate thrust wear and slight radial wear Pump LT: Shaft rotation turns free, DT and UT washer missing, diffusers and impellers moderate thrust wear and slight radial wear 2. BOI: Shaft rotation turns free, bottom radial bearing one-sided wear 3. Protector ST: Shaft rotation turns free/shaft uniform radial wear, oil condition all water on top-bag-labyrinth-thrust chamber, head corroded, base bushing one-sided radial wear, housing corroded, downthrust bearing moderate wear/thrust runner downthrust moderate wear, top bag collapsed and ruptured, bottom bag collapsed, top mechanical seal shaft grooved/rotationg element worn/stasionary elemnt worn, upper bag-lower bag mechanical seal rotating element worn/stasionary element worn / bellow leak, lower bag- labyrinth-thrust chamber mechanical seal rotating element worn/stasionary element worn 4. Motor ST: Shaft rotation turns free/shaft scored, stator P-P= 1.115ohmx3(Good)/P-G= 0.73Mohmx3(Failed), oil condition dark water, down thrust bearing negligible wear/thrust runner down thrust negligible wear, rotor bearing sleeve worn, pot head o-ring hard. 5. Sensor: Insulation resistance P-P= 10000Mohmx3(good), sensor electrical current reading not ok, function test not ok 6. Cable: Continuity test P-P= 1.071/1.075/1.077ohm, insulation resistance P-P= 2000Mohmx3/P-G= 2000Mohmx3, cable still in good condition",,,,2016-10-19,,2023-09-04
LA-C7,Powerlift,510.0,307.0,2024-02-15 00:00:00,EDHP,DIFA Eksternal,Cable,Insulation,Electrical Failure,Short Circuit,Fabrication Related,Manufacturing Problem,Possible root cause: Cable insulation quality degrades overtime ==> cable low meg ==> EDHP Recommendation: 1. improve cable quality 2. use mixed flow stages to minimize pump plugging,NBU,,GREEN,DIFA,Not Yet,,,,Scale,"DIFA Finding: 1. Pump UT: Shaft rotation stuck, head plugged with wax & scale (50%)-acid soluble, base plugged with wax (80%), impeller DT washer severe wear-UT washer slight wear, impellers/diffusers plugged with wax & scale (80%)-acid soluble-erroded-slight thrust wear. Pump LT: Shaft rotation stuck, head pluuged with wax (30%), impeller DT washers moderate wear-UT washer slight wear, impellers/diffusers plugged with wax & scale (80%)-acid soluble-erroded-slight thrust wear. 2. Gas Separator: Shaft rotation free. 3. Protector UT: Shaft rotation free, dark oil with water inside all chambers, head/base bushing/shaft uniform radial wear, downthrust bearing/runner moderate wear, top bag ruptured-leaks, bottom bag ruptured-collapsed-leaks. Protector LT: Shaft rotation free, clear oil inside all chambers, head bushing/shaft uniform radial wear, downthrust bearing/runner negligible wear, top/bottom bag collapsed. 4. Motor: Shaft rotation free, P-P= 1.075 ohm x 3 (good), P-G= 2000 Mohm x 3 (good), clear oil inside, head/base bushing uniform radial wear, shaft scored, downthrust bearing/runner negligible wear, rotor bearing sleeve worn. 5. Sensor: P-G= 700/1200/1000 Mohm (good), function test OK 6. Cable: P-P= 1.499/1.497/1.496 ohm (good), P-G= 700/1000/1200 Mohm x 3 (low), cable insulation low, this is pirelli new cable",,Insulation,,2020-03-21,2024-03-21,2021-08-13
FC-07,Reda,295.0,148.0,2024-02-16 00:00:00,DHP TL,DIFA Eksternal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,CBU,,,Pulling,Not Yet,,,,,"Dismantle Finding: 1.BOH: DISCH, SHROUD, S/A, 400, PRESENCE OF SOLID MATERIAL NOT FOUNDED/THREAD AND HOUSING IN GOOD CONDITION. 2. PUMP UT: RCD1000NX CR-CT 59 STG, SHAFT ROTATION FREE/SHAFT SIDE PLAY NORMAL/PRESENCE SOLID ON HEAD NOT FOUNDED/COUPLING GOOD/HOUSING IS CLEAN 3. - PUMP CT1: RCD1000NX CR-CT 100 STG, SHAFT ROTATION FREE/SHAFT SIDE PLAY NORMAL/PRESENCE SOLID ON HEAD NOT FOUNDED/COUPLING GOOD/HOUSING IS CLEAN 4. PUMP LT: RCD1000NX CR-CT 100 STG, SHAFT ROTATION FREE/SHAFT SIDE PLAY NORMAL/PRESENCE SOLID ON HEAD NOT FOUNDED/COUPLING GOOD/HOUSING IS CLEAN. 5. INTAKE : VGSA D20-60, 400/400, SHAFT ROTATION FREE/SHAFT SIDE PLAY NORMAL/PRESENCE SOLID ON HEAD NOT FOUNDED/INTAKE SCREEN CLEAR/COUPLING GOOD/HOUSING IS CLEAN. 6. - PROT UT : MAXIMUS. BPBSL-S/LT,SHAFT ROTATION FREE/SHAFT SIDE PLAY NORMAL/PRESENCE SOLID ON HEAD NOT FOUNDED/DIRTY WATERY IN TOP, DIRTY OIL IN MIDDLE AND BOTTOM CHAMBER/COUPLING GOOD/HOUSING IS CLEAN. 7. MOTOR : 456, MAXIMUS 90HP/1516V/38.7A, SHAFT ROTATION FREE/SHAFT SIDE PLAY NORMAL/PRESENCE SOLID ON HEAD NOT FOUNDED/POTHEAD OK/COUPLING GOOD/HOUSING IS CLEAN READING P-P: 2.3 OHM (BAL) & P-G: 250 MOHM (BAL). 8. SENSOR : BASE GAUGE: XT175 TYPE 1, VITON/AFLAS, OPERABLE CONDITION/READING NORMAL. 9. MLE, 456 MAXLOK-456, 100FT,OPERABLE CONDITION, BY VISUAL DAMAGE ON ARMOR OR INSULATION NOT FOUNDED/ READING STILL GOOD P-P:2200M OHM(BAL) P-G:2200M OHM (BAL). 10. R/CABLE, REDACDC, 5KV, #1 SOLID, ROUND, OPERABLE CONDITION, BY VISUAL DAMAGE ON ARMOR OR INSULATION NOT FOUNDED/ READING STILL GOOD P-P:2200M OHM (BAL) P-G:2200M OHM (BAL) **FAILURE MODE : NO FOUNDED FAILURE IN ESP Note DDR: 1. TBG VISUALLY IN GOOD CONDITION (INSTALLED FEB 2023).",,,,2023-03-20,,2024-01-09
CF-04,Reda,946.0,1049.0,2024-02-22 00:00:00,EDHP,DIFA Eksternal,Pump,Bearing Bushing,Mechanical Failure,Broken,Reservoir Related,Reservoir Fluids,"Possible Root Cause: Sand produced from reservoir ==> pump stages eroded and bearing bushing broken ==> high vibration on pump and ESP string==> protector mechanical seal failed => water ingress to protector => water ingress to motor => Motor burnt out => Tripped OL, STALL, CUB, got indication bad cable reading => EDHP. Recommendations: 1. Perform scale clean out prior install new ESP 2. Inject scale inhibitor prior install new ESP 3. Apply sand control",SBU,E,GREEN,DIFA,Not Yet,Bearing Bushing,,,Sand,"DIFA Finding: 1. Pump UT: Shaft rotation free, head scaled-acid soluble, housing scaled on OD-acid soluble-vibration mark, bushing/sleeve broken, impellers UT/DT washers missing, diffusers moderate thrust wear-erroded, impellers moderate thrust wear-moderate radial wear. Pump LT: Shaft rotation free, base erroded, housing scaled on OD-corroded-acid soluble-vibration mark, bushing/sleeve broken, impellers UT/DT washers missing, diffusers moderate thrust wear-erroded, impellers moderate thrust wear-moderate radial wear. 2. Gas Separator: Shaft rotation free. 3. Protector: Shaft rotation free, dark oil with water inside all chambers, housing corroded-blistered paint, downthrust bearing/runner severe wear-upthrust bearing/runner negligible wear, all mechanical seal leaks. 4. Motor: Shaft rotation free, P-P= OL/45.32/OL (failed), P-G= 0 Mohm x 3 (failed), found water inside, housing corroded, downthrust bearing/runner moderate wear. 5. Sensor: Sensor good condition, function test ok 6. Cable: Cable good condition, Hipot test 0.05 mic amp/kV/1000ft.",,,,2021-05-01,2024-03-11,2023-12-03
FC-14,Reda,85.0,354.0,2024-02-23 00:00:00,DHP TL,DIFA Internal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Possible Root Cause: TP drop from 410 to 0 psig, Running Ampere Normal --> Maximum Discharge pressure 2228 Psi from normal DP 3084 Psi --> manual off due to loose flow --> DHP TL Recommendation: 1. Improve tubing quality 2. Suggestion Next Installation: Use New Tubing",CBU,E,ORANGE,Pulling,,,,,,"Dismantle Finding: 1. BOH: DISCH, SHROUD, S/A, 400, PRESENCE OF SOLID MATERIAL NOT FOUNDED / THREAD GOOD CONDITION AND MINOR OILY AT HOUSING 2. PUMP UT: RCD1000NX CR-CT 59 STG SHAFT ROTATION FREE / SHAFT SIDE PLAY NORMAL / PRESENCE SOLID ON HEAD NOT FOUNDED / COUPLING GOOD/ HOUSING IS MINOR OILY. 3. PUMP CT: RCD1000NX CR-CT 100 STG SHAFT ROTATION FREE / SHAFT SIDE PLAY NORMAL / PRESENCE SOLID ON HEAD NOT FOUNDED / COUPLING GOOD/ HOUSING IS MINOR OILY. 4. PUMP LT: RCD1000NX CR-CT 100 STG SHAFT ROTATION FREE / SHAFT SIDE PLAY NORMAL / PRESENCE SOLID ON HEAD NOT FOUNDED / COUPLING GOOD/ HOUSING MINOR OILY. 5. INTAKE : VGSA D20-60, 400/400 SHAFT ROTATION FREE/SHAFT SIDE PLAY NORMAL/PRESENCE SOLID ON HEAD NOT FOUNDED/INTAKE SCREEN CLEAR/COUPLING GOOD/HOUSING IS MINOR OILY 6. PROT: MAXIMUS. BPBSL-S/LT SHAFT ROTATION FREE/SHAFT SIDE PLAY NORMAL/PRESENCE SOLID ON HEAD NOT FOUNDED/ EMPTY OIL IN TOP AND BOTTOM CHAMBER/COUPLING GOOD/HOUSING IS MINOR OILY. 7. MOTOR : 456, MAXIMUS 120 HP/ 1508 V/ 52 A, SHAFT ROTATION FREE/SIDEPLAY NORMAL/PRESENCE SOLID ON HEAD NOT FOUNDED/ EMPTY OIL AT TOP /CLEAN OIL AT BASE. READING P-P: 1.4 OHM X3 (BAL) & P-G: 2000 MOHM X3 (BAL). 8. SENSOR: BASE GAUGE: XT150 TYPE 1, VITON/AFLAS, OPERABLE CONDITION 9. MLE: 456 MAXLOK-400, 100FT, KELB M, 5KV, READING P-P : 2000 M.OHM X3 (BAL), P-G: 2000 MOHM X3 (BAL). 10. R/CABLE, REDACDC, 5KV, #1 SOLID, ROUND, HVY, OPERABLE CONDITION, BY VISUAL DAMAGE ON ARMOR OR INSULATION NOT FOUNDED/ READING STILL GOOD. P-P : 2200 MOHM X3 (BAL), P-G: 2200 MOHM X3 (BAL) 11. CSG SHROUD: 7"" K-55, OPERABLE CONDITION. **PULLING SUMMARY: BY VISUAL TL NOT FOUNDED , ALL ESP EQUIPMENT IN NORMAL CONDITION, EMPTY OIL AT PROTECTOR. **FAILURE MODE: SUSPECT TUBING LEAK, NO FOUNDED FAILURE IN ESP Note DDR: 1. TBG VISUALLY IN GOOD CONDITION (INSTALLED MAY 2023).",,,,2023-10-07,,2023-12-31
CF-11,Powerlift,55.0,638.0,2024-02-27 00:00:00,EDHP,DIFA Internal,MLE,Armor,Mechanical Failure,Dented,Installation Related,Installation Procedure,Possible root cause: MLE pinched and scrated during RIH =>weaken insulation => MLE grounded => EDHP Recommendation: 1. RIH scraper to check the casing condition. 2. Be careful when ESP string pass through top liner at 2581FT. 3. Make sure the rig is on the center of the well.,SBU,D,RED,DIFA,Not Yet,,,,,"DIFA Finding: 1. Pump UT: Shaft rotation free. Pump LT: Shaft rotation free. 2. Intake: Shaft rotation free. 3. Protector: Shaft rotation free, clear oil inside all chambers. 4. Motor: Shaft rotation free, P-P= 1.055/1.050/1.055 ohm (good), P-G= 2000 Mohm x 3 (good), clear oil inside, head/base bushing uniform radial wear, housing scaled on OD-acid soluble-scarred axially, downthrust bearing/runner negligible wear, rotor bearing sleeve worn. 5. Sensor: P-G= 10000 Mohm x 3 (good) 6. Cable: P-P= 0.915/0.916/0.918 (good), P-G= 2000 Mohm x 3 (good), flat cable damaged at 4ft from pothead.",Armor,,,2023-12-17,2024-03-14,2024-02-10
IB-05,Powerlift,44.0,838.0,2024-03-01 00:00:00,EDHP,DIFA Internal,MLE,Armor,Mechanical Failure,Twisted,Installation Related,Installation Procedure,"Possible root cause: MLE twisted during running in hole ==>weaken insulation ==> MLE grounded => EDHP Recommendation: 1. Ensure MLE protectolizer installed properly. 2. Ensure MLE properly tensioned. 3. RIH slowly when passing through high inclination or high risk spots 4. Ensure well integrity in good condition, especially suspect casing collapsed after found cement alike material inside pump",NBU,D,RED,DIFA,,,,,,"DIFA Finding: 1. Pump ST : Shaft rotation rough, Head plugged 70% by cement a like and sand, Housing blistered paint, Pump stages plugged 100% by rock and cement a like. 2. Intake: Shaft rotation free, top coupling uniform radial wear, bottom radial bearings uniform wear. 3. Protector : Shaft rotation free Dark oil inside top bag, bottom bag, labyrinth, and clear oil inside thrust chamber, Presence sand at Head, Top bag collapsed and presence deposition cement a like on OD, Bottom bag collapsed. 4. Motor UT : Shaft rotation free, P-P = 3 x 0.54 (good), P-G = 3 x 2000 Mohm (good), Clear oil inside motor, Head bushing uniform radial wear, Housing scarred axially, Shaft scored, Rotor bearing sleeve worn. Motor LT : Shaft rotation free, P-P = 3 x 0.57 (good) P-G = 3 x 2000 Mohm (good), Clear oil inside motor, Head bushing one-sided radial wear, Housing scarred axially, Shaft scored, Rotor bearing sleeve worn. 5. Sensor: P-G= nsulation resistance P-G = 3 x 10000 (Good), Sensor overall in good condition 6. Cable: Flat cable was pinched at +/- 32ft from pothead, Continuity test P-P = 0.94,0.95,0.94 (Good), Insulation resistance P-P and P-G = 3 x 2000 (Good), Round cable overall in good condition.",Insulation,,,2023-08-13,2024-04-30,2023-09-26
FB-06,Reda,520.0,209.0,2024-03-02 00:00:00,EDHP,DIFA Eksternal,Motor,Insulation/winding,Electrical Failure,Short Circuit,Operation Related,Operating Procedure,Possible root cause: Long shut in due PRRP => repetitive start/stop due high TM => Protector Failed => Water ingress to protector => water ingress to motor => motor grounded => EDHP Recommendation: 1. Well-prepared surface facility,CBU,,GREEN,Pulling,,,Insulation/winding,,,"Dismantle Finding: 1. BOH: HEAD: BOLT ON DISCHARGE PMP, 400, CS, 3.50 OD 8RD EUE. PRESENCE OF SOLID MATERIAL MINOR SCALE/ THREAD GOOD CONDITION AND CORROSIVE AT HOUSING. 2. DISCHARGE PRESSURE : REDA 400, 4140, CABLE SLOT. PRESENCE OF SOLID MATERIAL MINOR SCALE/ THREAD GOOD CONDITION AND ANY SAND AT HOUSING 3. PUMP UT: RC D1000NX CR-CT 59 STG 400/400 90 CS BTHD, .68 INC718, M-TRM, AFLAS, ARZ-TT, ANTI-ROTATION, MOD CR, FACT SHIM, GEN II. ROTATION FREE/PRESENT SOLID ON HEAD ANY SAND / HOUSING ANY SAND 4. PUMP CT1: RC D1000NX CR-CT 100 STG 400/400 150 CS BTHD, .68 INC718, M-TRM, AFLAS, ARZ-TT, ANTI-ROTATION, MOD CR, FACT. SHAFT ROTATION FREE/PRESENT SOLID ON HEAD CLEAR / HOUSING ANY SAND 5. PUMP LT: PUMP: RC D1000NX CR-CT 100 STG 400/400 150 CS BTHD, .68 INC718, M-TRM, AFLAS, ARZ-TT, ANTI-ROTATION, MOD CR, FACT. SHAFT ROTATION FREE/PRESENT SOLID ON HEAD CLEAR / HOUSING ANY SAND. 6. INTAKE : VGSA S20-90, 400/540 RLOY .87 X 1.18 INC, M-TRM ES-ZS, SLIM. SHAFT ROTATION FREE/ SHAFT SIDE PLAY NORMAL/ INTAKE SCREEN ANY SCALE / COUPLING GOOD/ HOUSING ANY SAND 7. PROT UT: MAXIMUS, BPBSL, 540/540, NTB/HL, 1.18 INC 625, CS, AFL, S-TRM, FACT SHIM, MAXJOINT. SHAFT ROTATION FREE/SIDEPLAY NORMAL/PRESENCE SOLID ON HEAD LITTLE OIL /CONDITION BOTTOM CHAMBER NO OIL/ COUPLING GOOD/HOUSING ANY SAND. 8. MOTOR UT : 562, 7, F073, MAXIMUS, RA-S, CS, S-TRM, AS, AFLAS, KTB, GRB, MAXJOINT (263 HP, 1808 V, 88.1 A). SHAFT ROTATION FREE/SIDEPLAY NORMAL/PRESENCE SOLID ON HEAD NO OIL AT TOP/BLACK OIL AT BASE/ HOUSING ANY SAND READING, P-P: 3.3OHM/ 22.6OHM/ 20.6 OHM. P-G: 0 MOHM 9. SENSOR : PHOENIX XT175 TYPE 1, VITON/AFLAS, 13CR. TOOL SHORT 10. MLE, Maxlok, 562,150 FT,4/1,KELB,M5F,P/I. ANY SAND AT ARMOR CABLE. READING : P-P :1000 MOHM (BALANCE). P-G :650 MOHM (BALANCE) 11. MAIN CABLE, AWG1/1,SOLID,ROUND,GLV,400F,5KV,EPDM,EPDM,NON LEAD:SPN-5EEG25R1-1. ANY SAND AT ARMOR CABLE. READING : PP :1000 MOHM (BALANCE). P-G :650 MOHM (BALANCE). **PULLING FINDING SUMMARY : AFTER PULL WE FOUND READING MOTOR UN -BALANCE AND LOW READING. **FAILURE MODE : EDHP MOTOR LOW READING (UNBALANCED) Note DDR: 1. TBG VISUALLY IN GOOD CONDITOIN ( INSTALLAED APR 2022 )",,,,2022-05-03,,2023-10-05
SA-10,Baker,1272.0,1150.0,2024-03-06 00:00:00,MDHP,No DIFA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Possible root cause: Manual off due to cable blackout --> No BUP, suspected mechnical problem, normal wear and tear --> Declare MDHP Recommendation: 1. Perform sand clean out prior install new ESP.",SBU,,GREEN,Pulling,Not Yet,,,,,"Dismantle Finding: 1. PUMP HEAD: PMP 513 3.5X8EUE 1040, THREAD GOOD/HOUSING GOOD/NO PRESENCE SOLID INSIDE. 2. PUMP UT: PMSSDM FERSTDPNT P62 57 STG, FREE SHAFT ROT/SIDEPLAY GOOD/HOUSING GOOD/NO PRESENCE SOLID ON HEAD 3. - PUMP LT: PMSSDM FERSTDPNT P62 57 STG, FREE SHAFT ROT/SIDEPLAY GOOD/HOUSING GOOD/NO PRESENCE SOLID ON HEAD 4. INTAKE/GAS SEPARATOR: GPX ARCINTFER H6 513, COUPLING & SHAFT ROT GOOD/SIDEPLAY & HOUSING GOOD/NO PRESENCE SOLID. 5. PROTECTOR UT: GSB3DB AB, COUPLING & SHAFT ROT GOOD/SIDEPLAY & HOUSING NORMAL/THRUST & LABYRINTH CHAMBER CLEAR 6. MOTOR: 562SP 350HP/2440 V/88A, SHAFT ROT GOOD/HOUSING GOOD/NO PRESENCE SOLID ON HEAD/POTHEAD CONDITION GOOD. MOTOR READING: P-P: 1.1 OHM (BLC) & P-G: 2000 MOHM (BLC) 7. SENSOR: ZENITH E7 /MW 456 400BAR 175C AFL, HOUSING GOOD/NORMAL/PRESSURE DISCHARGE LINE GOOD 8. MLE: CENTRILINK 12, ARMOR CONDITION GOOD/ IR READING 9. ROUND CABLE: 1SOLBC 5 KV DD13 LD, ARMOR CONDITION GOOD/ IR READING 2000 MOHM (BLC) 10. STOPPER: 6"" BULLNOSE, GOOD CONDITION. *** FAILURE MODE: NOT FOUNDING FAILURE MODE, NEEED DIFA AT JKT. Note DDR: 1. TBG VISUALLY CHECK IN GOOD CONDITION (LAST NEW INSTALLED SINCE JUN 2017) 2. POOH ESP ASSY ON 4-1/2"" TBG WITH WET PULLING TBG 3. PULLED TBG: 168 JTS 4-1/2"" 3% CR TBG & 12 JTS 3-1/2"" 3% CR TBG",,,,2020-03-15,,2023-09-08
